ticker,weight
IONS,0.014839367517199999
OLMA,0.00084902420998
TSHA,0.00078049670887
ARWR,0.00455723383441
KALV,0.00082502410897
PTGX,0.00659050441736
RYTM,0.0050455934788
ALNY,0.022229063398359998
AVXL,0.0014330062814899998
VERA,0.00663212674165
AKBA,0.0006108075480599999
RLAY,0.00183890615882
KURA,0.00226833672499
VRTX,0.02064466109294
BCRX,0.0031584017507599997
EXAS,0.021359372295650002
VERV,0.00137610614602
KROS,0.00129662356672
CPRX,0.00437049301202
ABBV,0.02446645799839
IMNM,0.0015458943225800002
MYGN,0.00407363488276
DYN,0.0070569206599000005
GRAL,0.00178483269739
CDMO,0.00231895818375
BMRN,0.02392122809768
GERN,0.00762014825176
VRDN,0.00593002245126
SYRE,0.00319507963407
BEAM,0.00492769884244
TRML,0.0010826243386499999
TVTX,0.00549657239342
ERAS,0.00094160582854
YMAB,0.0005777578163299999
ANAB,0.00167858764527
AGIO,0.00413202061556
GLUE,0.00034269330406
ARCT,0.0017479695365699998
NTLA,0.00532203840403
HTI,0.018511410856170002
APLS,0.01378109499012
BIIB,0.02331630209723
MDGL,0.01828182888458
ABUS,0.0008585387451
IRWD,0.00187557778682
UTHR,0.02338931238976
ACAD,0.00493056204504
CGEM,0.0019529538851200002
VKTX,0.019515043698320002
RVMD,0.01351661483585
MRNA,0.02329181364698
IOVA,0.00733395181965
ORIC,0.0007418105171599999
DNTH,0.0011094473674
RXRX,0.0071993086169999995
CLDX,0.00689005876192
TWST,0.00775609164862
IRON,0.00314606595534
DNLI,0.005150707570839999
SANA,0.00091494577703
AKRO,0.0036122568433599998
CRGX,0.00084622864608
IBRX,0.00251774847972
IPI,0.02287596798854
KRYS,0.00762140532452
ADMA,0.01573889611552
AVBP,0.00130071980215
AMGN,0.022887422738039998
IDYA,0.00543422347932
RNA,0.009204635609950001
REPL,0.00167433975149
VCYT,0.0063995509407200005
PCVX,0.02158519853964
HUMA,0.00208684918233
BPMC,0.013866145974620001
CDNA,0.00458739015937
BBIO,0.01228089217115
NUVL,0.00829884005264
KYMR,0.0040926292175
STOK,0.00132622470291
DVAX,0.00569087424402
ACLX,0.00974275658259
SCLX,0.00039758075366999997
ARDX,0.00484881735716
LENZ,0.0009150661933600001
SRPT,0.023280914990629998
APGE,0.00467202639188
ATXS,0.00060076810842
SGMO,0.0006409205317499999
RARE,0.00762156848233
PRAX,0.00462783215151
INSM,0.02233893560974
RCUS,0.0020687253141299998
ARQT,0.0052403022057299995
VIR,0.00158477251814
CELC,0.00072275897709
VCEL,0.00409368726489
ALT,0.00203417508787
COGT,0.00224415118476
EBS,0.00247447200226
NTRA,0.022741610029060003
NBIX,0.02555945771079
EXEL,0.01261596274017
CRNX,0.0074300816838200005
CGON,0.0040377190814
CYTK,0.01390179241289
REGN,0.02212466396001
NRIX,0.00391490914527
SMMT,0.00994782197072
SNDX,0.00421235645301
RGNX,0.00129712068974
IMVT,0.0051665098877299994
DAWN,0.00361209927513
RCKT,0.00351307648463
SLNO,0.00534438175019
SVRA,0.00080713690164
FOLD,0.00561685919045
ETNB,0.00124117000825
SRRK,0.00603545566469
PTCT,0.0062996475517799995
CAPR,0.00311761901369
NVAX,0.005150893553319999
SWTX,0.007944611293929999
MIRM,0.0033395143892099998
ANNX,0.00200349584458
SPRY,0.00264867660174
XNCR,0.0021361882314899997
ALLO,0.00139974897357
GILD,0.02400621308581
JANX,0.00499532838598
MNKD,0.00358281364123
